x,y005,y001,y0001
836,0.0782,0.0184,0.00297
837,0.0804,0.0191,0.00233
838,0.0827,0.0248,0.00244
839,0.085,0.0205,0.00256
840,0.0874,0.0213,0.00201
841,0.0898,0.0175,0.00211
842,0.0923,0.0229,0.00221
843,0.0795,0.0189,0.00232
844,0.0818,0.0196,0.00244
845,0.0841,0.0204,0.0019
846,0.0864,0.0168,0.00268
847,0.0888,0.0219,0.0021
848,0.0765,0.0227,0.00294
849,0.0937,0.0187,0.00172
850,0.0963,0.0244,0.00427
851,0.0832,0.0202,0.00338
852,0.0855,0.0209,0.00354
853,0.0878,0.0217,0.0028
854,0.0903,0.0141,0.0022
855,0.0927,0.0186,0.00172
856,0.08,0.0193,0.0018
857,0.0823,0.02,0.00189
858,0.0846,0.0165,0.00199
859,0.0869,0.0215,0.00209
860,0.0893,0.0177,0.00163
861,0.0917,0.0231,0.0023
862,0.0792,0.0191,0.0018
863,0.0814,0.0198,0.00189
864,0.0993,0.0206,0.00265
865,0.072,0.0213,0.00208
866,0.0883,0.0221,0.0029
867,0.0907,0.0183,0.00229
868,0.0931,0.0189,0.0024
869,0.0805,0.0196,0.00251
870,0.0827,0.0204,0.00263
871,0.085,0.0211,0.00276
872,0.0873,0.0219,0.00289
873,0.0897,0.0181,0.00228
874,0.0921,0.0188,0.00239
875,0.0946,0.0195,0.00187
876,0.0818,0.0202,0.00262
877,0.0841,0.0167,0.00154
878,0.0864,0.0217,0.00288
879,0.0887,0.0225,0.00227
880,0.0911,0.0233,0.00238
881,0.0788,0.0193,0.00187
882,0.096,0.02,0.00261
883,0.0832,0.0165,0.00113
884,0.0855,0.0171,0.00286
885,0.0878,0.0223,0.003
886,0.0901,0.0184,0.00314
887,0.0779,0.0239,0.00329
888,0.0801,0.0198,0.0026
889,0.0975,0.0205,0.0036
890,0.0845,0.0213,0.0016
891,0.0868,0.0221,0.00168
892,0.0892,0.0183,0.00177
893,0.0915,0.0237,0.00185
894,0.094,0.0196,0.00259
895,0.0814,0.0204,0.00271
896,0.0836,0.0211,0.00284
897,0.0859,0.0218,0.00297
898,0.0882,0.0181,0.00409
899,0.0905,0.0188,0.00427
900,0.0784,0.0195,0.0034
901,0.0954,0.0251,0.00356
902,0.0979,0.0209,0.00372
903,0.085,0.0216,0.00223
904,0.0872,0.0224,0.00309
905,0.0754,0.0186,0.00323
906,0.0919,0.0193,0.00256
907,0.0796,0.02,0.00268
908,0.0818,0.0207,0.00159
909,0.084,0.0172,0.000917
910,0.0863,0.0222,0.00233
911,0.0886,0.023,0.00322
912,0.0767,0.0191,0.000786
913,0.0788,0.0198,0.00201
914,0.0958,0.0255,0.00211
915,0.0831,0.0212,0.00292
916,0.0854,0.022,0.00306
917,0.0876,0.0228,0.0032
918,0.0759,0.0189,0.00254
919,0.0923,0.0196,0.002
920,0.0801,0.0162,0.00278
921,0.0972,0.021,0.00382
922,0.0844,0.0218,0.0023
923,0.0867,0.0226,0.00699
924,0.089,0.0188,0.00106
925,0.0913,0.0194,0.00264
926,0.0792,0.0161,0.00157
927,0.0813,0.0209,0.00165
928,0.0835,0.0173,0.00303
929,0.0858,0.0179,0.00316
930,0.088,0.0186,0.00251
931,0.0903,0.0193,0.00199
932,0.0927,0.0199,0.00275
933,0.0951,0.0207,0.00218
934,0.0975,0.0214,0.00228
935,0.0848,0.0221,0.0018
936,0.0871,0.0184,0.0025
937,0.0894,0.0191,0.00198
938,0.0917,0.0198,0.00274
939,0.094,0.0205,0.00375
940,0.0817,0.017,0.00299
941,0.0839,0.0219,0.00238
942,0.0861,0.0227,0.00327
943,0.0884,0.0189,0.00342
944,0.0767,0.0196,0.00357
945,0.093,0.0203,0.00122
946,0.0809,0.021,0.00128
947,0.083,0.0217,0.00179
948,0.0852,0.0225,0.00247
949,0.0874,0.0187,0.00259
950,0.0897,0.0241,0.00271
951,0.092,0.0201,0.00162
952,0.0944,0.0208,0.00225
953,0.0968,0.0215,0.00178
954,0.0843,0.0223,0.00246
955,0.0865,0.0186,0.00147
956,0.075,0.0192,0.00269
957,0.0771,0.0199,0.00214
958,0.0934,0.0206,0.00224
959,0.0812,0.0213,0.00401
960,0.0834,0.022,0.00419
961,0.0856,0.0228,0.00336
962,0.0878,0.0236,0.00268
963,0.09,0.0197,0.00213
964,0.0783,0.0164,0.00223
965,0.0804,0.0211,0.00233
966,0.0825,0.0176,0.00244
967,0.0846,0.0182,0.00193
968,0.0868,0.0234,0.00348
969,0.0891,0.0195,0.00212
970,0.0914,0.0202,0.00167
971,0.0795,0.0209,0.00232
972,0.0816,0.0216,0.00242
973,0.0837,0.0224,0.00431
974,0.0859,0.0187,0.00201
975,0.0881,0.0193,0.00277
976,0.0904,0.0161,0.00167
977,0.0927,0.0207,0.0023
978,0.0807,0.0214,0.00241
979,0.0828,0.0179,0.00252
980,0.085,0.0229,0.002
981,0.0872,0.0192,0.00209
982,0.0894,0.0198,0.00166
983,0.0917,0.0253,0.00229
984,0.094,0.0212,0.0024
985,0.0819,0.0177,0.0025
986,0.0841,0.0227,0.00199
987,0.0862,0.0235,0.00208
988,0.0884,0.0242,0.00372
989,0.0907,0.0251,0.00228
990,0.093,0.0259,0.00312
991,0.081,0.0217,0.00325
992,0.0832,0.0225,0.0044
993,0.0853,0.0188,0.00272
994,0.0875,0.0194,0.0037
995,0.0897,0.0201,0.00385
996,0.092,0.0208,0.0031
997,0.0943,0.0215,0.00248
998,0.0823,0.0223,0.00337
999,0.0844,0.0186,0.00118
1000,0.0865,0.0238,0.00367
1001,0.0887,0.0199,0.00225
1002,0.091,0.0206,0.00235
1003,0.0933,0.0213,0.00187
1004,0.0814,0.022,0.00196
1005,0.0835,0.0184,0.00205
1006,0.0856,0.0191,0.00214
1007,0.0745,0.0197,0.000964
1008,0.09,0.0204,0.00135
1009,0.0923,0.0211,0.00186
1010,0.0946,0.0268,0.00195
1011,0.0826,0.0183,0.00204
1012,0.0847,0.0233,0.00279
1013,0.0869,0.0195,0.00378
1014,0.089,0.0202,0.00134
1015,0.0913,0.0209,0.00185
1016,0.0935,0.0216,0.00254
1017,0.0959,0.0274,0.00345
1018,0.0838,0.0231,0.00161
1019,0.0859,0.0194,0.00168
1020,0.0881,0.02,0.00176
1021,0.0903,0.0207,0.00407
1022,0.0925,0.0214,0.00252
1023,0.0948,0.0221,0.00264
1024,0.0829,0.0229,0.00275
1025,0.0995,0.0289,0.00287
1026,0.0871,0.0198,0.00175
1027,0.0893,0.0205,0.0024
1028,0.0916,0.0212,0.00251
1029,0.0938,0.0219,0.0034
1030,0.0961,0.0226,0.00273
1031,0.0841,0.0234,0.00285
1032,0.0862,0.0196,0.00229
1033,0.0884,0.0203,0.00182
1034,0.0906,0.021,0.00249
1035,0.0928,0.0217,0.00199
1036,0.0811,0.0182,0.00272
1037,0.0832,0.0188,0.00284
1038,0.0853,0.0194,0.00131
1039,0.0874,0.0247,0.00512
1040,0.0896,0.0168,0.00144
1041,0.0918,0.0215,0.00198
1042,0.0803,0.0222,0.00158
1043,0.0823,0.0229,0.00282
1044,0.0844,0.0237,0.00131
1045,0.0865,0.0199,0.00137
1046,0.0886,0.0252,0.00188
1047,0.0908,0.0261,0.00197
1048,0.0931,0.022,0.00268
1049,0.0953,0.0184,0.00215
1050,0.0835,0.0191,0.00224
1051,0.0856,0.0197,0.00234
1052,0.102,0.025,0.00317
1053,0.0899,0.0211,0.00196
1054,0.0921,0.0218,0.00266
1055,0.0943,0.0225,0.00278
1056,0.0966,0.0189,0.0017
1057,0.0846,0.024,0.00302
1058,0.101,0.0247,0.00406
1059,0.0889,0.0255,0.00329
1060,0.0911,0.0264,0.00343
1061,0.0933,0.0272,0.00357
1062,0.0817,0.023,0.00222
1063,0.0837,0.0237,0.00177
1064,0.0858,0.02,0.00313
1065,0.088,0.0168,0.00147
1066,0.0901,0.0213,0.00202
1067,0.0923,0.022,0.00274
1068,0.0808,0.0227,0.0022
1069,0.0968,0.0235,0.00298
1070,0.0849,0.0198,0.00184
1071,0.087,0.0204,0.00192
1072,0.0891,0.0211,0.00338
1073,0.0913,0.0177,0.0016
1074,0.0935,0.0183,0.00284
1075,0.0958,0.019,0.00296
1076,0.084,0.0196,0.00238
1077,0.0861,0.0248,0.00249
1078,0.0882,0.0209,0.00199
1079,0.0903,0.0216,0.00349
1080,0.0925,0.0223,0.00364
1081,0.0948,0.0188,0.00227
1082,0.097,0.0238,0.00139
1083,0.0993,0.0245,0.00247
1084,0.102,0.0207,0.00258
1085,0.0894,0.0214,0.00269
1086,0.0916,0.0221,0.00216
1087,0.0938,0.0228,0.00376
1088,0.0822,0.0192,0.00181
1089,0.0983,0.0243,0.00317
1090,0.0863,0.0205,0.0033
1091,0.0884,0.0258,0.00267
1092,0.0906,0.0219,0.00459
1093,0.0928,0.0226,0.0029
1094,0.095,0.0233,0.00137
1095,0.0834,0.0196,0.00187
1096,0.0854,0.0203,0.00254
1097,0.0875,0.021,0.00342
1098,0.0896,0.0216,0.00213
1099,0.0918,0.0223,0.00171
1100,0.094,0.0188,0.003
1101,0.0962,0.0238,0.00242
1102,0.0985,0.0201,0.00194
1103,0.0866,0.0208,0.00119
1104,0.0887,0.0214,0.00163
1105,0.0908,0.0221,0.00221
1106,0.093,0.0228,0.00177
1107,0.0816,0.0193,0.0031
1108,0.0836,0.0199,0.00148
1109,0.0856,0.0205,0.00118
1110,0.0877,0.0212,0.00272
1111,0.0898,0.0219,0.00219
1112,0.092,0.0275,0.00485
1113,0.0942,0.0233,0.00308
1114,0.0827,0.0197,0.00411
1115,0.0847,0.0203,0.00259
1116,0.101,0.021,0.00209
1117,0.0889,0.0264,0.00362
1118,0.091,0.0224,0.00294
1119,0.0799,0.0231,0.00306
1120,0.0954,0.0195,0.00318
1121,0.0976,0.0201,0.00332
1122,0.0859,0.0208,0.00268
1123,0.0879,0.0215,0.0028
1124,0.09,0.0221,0.00291
1125,0.0922,0.0229,0.00235
1126,0.0944,0.0193,0.00189
1127,0.0829,0.0199,0.00256
1128,0.0988,0.0206,0.00206
1129,0.087,0.0259,0.00278
1130,0.0891,0.0179,0.00224
1131,0.0912,0.0185,0.00301
1132,0.0934,0.0233,0.00188
1133,0.0955,0.0241,0.00254
1134,0.084,0.0248,0.0034
1135,0.1,0.021,0.00276
1136,0.0881,0.0217,0.00287
1137,0.0773,0.0224,0.00299
1138,0.0924,0.0231,0.00311
1139,0.0945,0.0238,0.00324
1140,0.0967,0.0202,0.00431
1141,0.0852,0.0208,0.00274
1142,0.101,0.0261,0.00465
1143,0.0893,0.0222,0.00297
1144,0.0914,0.0229,0.0024
1145,0.0935,0.0236,0.00322
1146,0.0957,0.0243,0.00261
1147,0.0843,0.0206,0.00348
1148,0.1,0.0213,0.00283
1149,0.0883,0.0219,0.00295
1150,0.0904,0.0226,0.00184
1151,0.0925,0.0234,0.00319
1152,0.0947,0.0241,0.00201
1153,0.0834,0.0204,0.00346
1154,0.0854,0.0256,0.00281
1155,0.0874,0.0217,0.00227
1156,0.0895,0.0224,0.00304
1157,0.0916,0.0231,0.00317
1158,0.0937,0.0238,0.00199
1159,0.0825,0.0202,0.0016
1160,0.0845,0.0208,0.00216
1161,0.0865,0.0215,0.00226
1162,0.0885,0.0222,0.00182
1163,0.0906,0.0229,0.00245
1164,0.0927,0.0194,0.00198
1165,0.0949,0.0243,0.00266
1166,0.0836,0.0206,0.00277
1167,0.0993,0.0258,0.00288
1168,0.0876,0.022,0.00383
1169,0.0896,0.0226,0.00312
1170,0.0917,0.0192,0.00196
1171,0.0939,0.0241,0.0043
1172,0.096,0.0248,0.00274
1173,0.0847,0.0211,0.00286
1174,0.0867,0.0217,0.00232
1175,0.0887,0.0224,0.00187
1176,0.0908,0.0231,0.0041
1177,0.0929,0.0238,0.00426
1178,0.095,0.0202,0.00272
1179,0.0972,0.0209,0.00283
1180,0.0857,0.0215,0.00137
1181,0.0878,0.0222,0.00143
1182,0.0898,0.0277,0.00319
1183,0.0919,0.0236,0.0026
1184,0.094,0.0243,0.0021
1185,0.0829,0.0251,0.0017
1186,0.0848,0.0175,0.00177
1187,0.0868,0.022,0.00388
1188,0.0889,0.0226,0.00192
1189,0.105,0.0282,0.00258
1190,0.093,0.0241,0.00268
1191,0.082,0.0204,0.00218
1192,0.0973,0.0211,0.00227
1193,0.0995,0.0217,0.00302
1194,0.0879,0.0224,0.00246
1195,0.09,0.0231,0.00256
1196,0.092,0.0238,0.00266
1197,0.0942,0.0245,0.00277
1198,0.0963,0.0209,0.00288
1199,0.0985,0.0261,0.00382
1200,0.087,0.0222,0.00312
1201,0.089,0.0229,0.00197
1202,0.0911,0.0236,0.00264
1203,0.0932,0.0243,0.00444
1204,0.0953,0.0207,0.00223
1205,0.0974,0.0213,0.00297
1206,0.0996,0.022,0.00625
1207,0.0881,0.0226,0.00152
1208,0.0901,0.0233,0.00204
1209,0.0922,0.024,0.00348
1210,0.0943,0.0298,0.00361
1211,0.0964,0.0211,0.00375
1212,0.0986,0.0263,0.00307
1213,0.0872,0.0224,0.00319
1214,0.0892,0.019,0.00421
1215,0.0912,0.0196,0.00164
1216,0.0933,0.0166,0.0022
1217,0.0954,0.0209,0.00229
1218,0.0976,0.0215,0.00144
1219,0.0862,0.0222,0.00248
1220,0.0882,0.0229,0.00258
1221,0.0903,0.0194,0.00163
1222,0.0923,0.0243,0.00218
1223,0.0944,0.025,0.00137
1224,0.0834,0.0213,0.00302
1225,0.0987,0.022,0.00246
1226,0.0873,0.0187,0.00256
1227,0.0893,0.0192,0.00266
1228,0.0914,0.024,0.00352
1229,0.0934,0.0205,0.00175
1230,0.0955,0.0211,0.00299
1231,0.0977,0.0217,0.00244
1232,0.0864,0.0224,0.00324
1233,0.102,0.0231,0.00264
1234,0.0904,0.0238,0.00349
1235,0.0924,0.0202,0.00363
1236,0.0945,0.0209,0.00181
1237,0.0966,0.0215,0.00309
1238,0.0988,0.0222,0.00407
1239,0.101,0.0228,0.00333
1240,0.0894,0.0235,0.00346
1241,0.0915,0.02,0.00283
1242,0.0935,0.025,0.00295
1243,0.0956,0.0213,0.0024
1244,0.0978,0.0219,0.00403
1245,0.0865,0.0226,0.00331
1246,0.0885,0.0192,0.0027
1247,0.0905,0.024,0.00172
1248,0.0926,0.0247,0.00292
1249,0.0946,0.0211,0.00144
1250,0.0968,0.0217,0.00151
1251,0.0989,0.027,0.00415
1252,0.101,0.023,0.00268
1253,0.103,0.0286,0.00218
1254,0.0916,0.0244,0.0029
1255,0.0937,0.0252,0.00236
1256,0.0957,0.0259,0.00313
1257,0.0847,0.0221,0.00411
1258,0.1,0.0228,0.00208
1259,0.0886,0.0235,0.00277
1260,0.0906,0.0242,0.00364
1261,0.0927,0.0206,0.00299
1262,0.0947,0.0213,0.00393
1263,0.0968,0.0219,0.00199
1264,0.099,0.0226,0.00335
1265,0.0877,0.0192,0.00274
1266,0.0897,0.0239,0.00224
1267,0.0917,0.0247,0.00375
1268,0.0938,0.0254,0.00308
1269,0.0958,0.0261,0.0032
1270,0.0979,0.0223,0.00332
1271,0.1,0.023,0.00272
1272,0.0888,0.0196,0.00283
1273,0.0908,0.0244,0.0018
1274,0.0928,0.0208,0.00146
1275,0.0948,0.0259,0.00317
1276,0.0969,0.0221,0.00329
1277,0.0991,0.0228,0.0027
1278,0.101,0.0282,0.0028
1279,0.0898,0.0242,0.00229
1280,0.0918,0.0206,0.00186
1281,0.0939,0.0212,0.00314
1282,0.0959,0.0181,0.00157
1283,0.098,0.0225,0.00339
1284,0.1,0.0232,0.00278
1285,0.0889,0.0198,0.00289
1286,0.0909,0.0204,0.00236
1287,0.0929,0.021,0.00246
1288,0.0949,0.0261,0.002
1289,0.0841,0.0223,0.00163
1290,0.086,0.023,0.00439
1291,0.0879,0.0237,0.00286
1292,0.103,0.0243,0.00298
1293,0.0919,0.0208,0.00309
1294,0.0939,0.0258,0.00199
1295,0.096,0.0221,0.00333
1296,0.0981,0.0273,0.00346
1297,0.1,0.0234,0.00284
1298,0.089,0.0241,0.00232
1299,0.091,0.0248,0.00242
1300,0.093,0.0175,0.00318
1301,0.095,0.0219,0.00261
1302,0.0971,0.0225,0.00213
1303,0.0861,0.0232,0.00448
1304,0.101,0.0238,0.00231
1305,0.09,0.0245,0.00383
1306,0.092,0.021,0.00316
1307,0.094,0.0216,0.00328
1308,0.0961,0.0267,0.00269
1309,0.0852,0.0229,0.00353
1310,0.0871,0.0236,0.00366
1311,0.0891,0.0243,0.00146
1312,0.105,0.025,0.00152
1313,0.093,0.0214,0.00202
1314,0.0951,0.0265,0.00337
1315,0.0843,0.0227,0.00277
1316,0.0992,0.0234,0.00227
1317,0.0882,0.024,0.00236
1318,0.104,0.0247,0.0031
1319,0.106,0.0255,0.00254
1320,0.0941,0.0262,0.00334
1321,0.0961,0.0225,0.00275
1322,0.0853,0.0231,0.00225
1323,0.0872,0.0238,0.00234
1324,0.0892,0.0204,0.00307
1325,0.105,0.021,0.00402
1326,0.0808,0.0179,0.00162
1327,0.0952,0.0267,0.00272
1328,0.0844,0.0229,0.00357
1329,0.0993,0.0235,0.00294
1330,0.101,0.0242,0.00481
1331,0.0902,0.0249,0.0025
1332,0.0922,0.0214,0.00205
1333,0.108,0.0264,0.00213
1334,0.0962,0.0226,0.0028
1335,0.0854,0.0233,0.0023
1336,0.0873,0.0199,0.00239
1337,0.0893,0.0247,0.00314
1338,0.0912,0.0254,0.00409
1339,0.0809,0.0181,0.001
1340,0.0952,0.0224,0.00278
1341,0.0973,0.0231,0.00568
1342,0.0993,0.0237,0.003
1343,0.0883,0.0244,0.00391
1344,0.104,0.0251,0.00323
1345,0.0922,0.0258,0.00209
1346,0.0942,0.0222,0.00347
1347,0.0963,0.0273,0.0036
1348,0.0855,0.0235,0.00297
1349,0.1,0.0242,0.00308
1350,0.0893,0.0207,0.002
1351,0.0913,0.0213,0.00208
1352,0.0933,0.0219,0.00344
1353,0.0953,0.0226,0.00357
1354,0.0973,0.0232,0.00463
1355,0.0994,0.0239,0.00305
1356,0.0884,0.0246,0.00198
1357,0.104,0.0253,0.00329
1358,0.0923,0.026,0.00271
1359,0.0943,0.0223,0.00222
1360,0.0963,0.023,0.00231
1361,0.0856,0.0237,0.00475
1362,0.0875,0.0243,0.00249
1363,0.0894,0.0209,0.00326
1364,0.105,0.0257,0.00528
1365,0.0933,0.0184,0.00351
1366,0.0953,0.0189,0.00364
1367,0.0973,0.0234,0.003
1368,0.0994,0.0241,0.00311
1369,0.0885,0.0248,0.00405
1370,0.0904,0.0213,0.00101
1371,0.0924,0.0219,0.00435
1372,0.0943,0.0225,0.00227
1373,0.0963,0.0232,0.00297
1374,0.0984,0.0285,0.00483
1375,0.1,0.0245,0.0032
1376,0.0895,0.021,0.00518
1377,0.0914,0.0217,0.00344
1378,0.0934,0.0223,0.00225
1379,0.0954,0.0229,0.00295
1380,0.0974,0.0236,0.00306
1381,0.0867,0.0243,0.00398
1382,0.102,0.0208,0.00207
1383,0.104,0.0257,0.00341
1384,0.0924,0.0221,0.00282
1385,0.0944,0.0189,0.00183
1386,0.0964,0.0233,0.00303
1387,0.0984,0.024,0.00394
1388,0.0876,0.0247,0.00259
1389,0.0895,0.0212,0.00213
1390,0.0915,0.0261,0.00438
1391,0.107,0.0268,0.0029
1392,0.0954,0.0231,0.00377
1393,0.0974,0.0238,0.00312
1394,0.0995,0.0204,0.00203
1395,0.102,0.0251,0.00419
1396,0.0905,0.0216,0.00347
1397,0.106,0.0265,0.0036
1398,0.0944,0.0191,0.00147
1399,0.0964,0.0235,0.00309
1400,0.0858,0.0202,0.0032
1401,0.0877,0.0249,0.00209
1402,0.0896,0.0256,0.00171
1403,0.0915,0.0263,0.00553
1404,0.0934,0.0226,0.0037
1405,0.0954,0.0233,0.00306
1406,0.085,0.0239,0.00317
1407,0.0995,0.0246,0.00329
1408,0.102,0.0253,0.00426
1409,0.0906,0.026,0.00441
1410,0.0925,0.0224,0.00366
1411,0.0944,0.023,0.0038
1412,0.0964,0.0237,0.0025
1413,0.0985,0.0243,0.00507
1414,0.0878,0.025,0.00422
1415,0.0896,0.0215,0.00175
1416,0.105,0.0264,0.00453
1417,0.0935,0.0272,0.00239
1418,0.0955,0.0234,0.00312
1419,0.0974,0.0241,0.00204
1420,0.0995,0.0248,0.00167
1421,0.102,0.0255,0.00347
1422,0.104,0.0262,0.00287
1423,0.106,0.0188,0.00237
1424,0.0945,0.0276,0.0048
1425,0.0965,0.0199,0.0016
1426,0.0985,0.0205,0.0021
1427,0.0878,0.0211,0.00218
1428,0.0897,0.0217,0.00444
1429,0.0916,0.0223,0.00369
1430,0.0935,0.0229,0.00244
1431,0.0955,0.0236,0.00253
1432,0.0975,0.0242,0.0041
1433,0.0995,0.0249,0.00425
1434,0.0888,0.0215,0.00224
1435,0.104,0.0263,0.00366
1436,0.0926,0.0227,0.00151
1437,0.0945,0.0233,0.00314
1438,0.0965,0.024,0.00326
1439,0.0985,0.0247,0.00169
1440,0.0879,0.0253,0.00279
1441,0.0897,0.0218,0.0029
1442,0.0916,0.0225,0.00239
1443,0.0935,0.0231,0.00311
1444,0.0955,0.0282,0.00257
1445,0.0975,0.0204,0.00334
1446,0.0995,0.0251,0.00535
1447,0.0888,0.0216,0.00553
1448,0.0907,0.0222,0.00117
1449,0.0926,0.0272,0.00309
1450,0.0945,0.0235,0.00399
1451,0.0965,0.0241,0.00413
1452,0.0985,0.0248,0.00218
1453,0.0879,0.0214,0.00227
1454,0.103,0.0262,0.00368
1455,0.105,0.0269,0.00306
1456,0.107,0.0232,0.00253
1457,0.0955,0.0284,0.00409
1458,0.0975,0.0246,0.00272
1459,0.0995,0.0252,0.00282
1460,0.101,0.0259,0.00365
1461,0.0907,0.0224,0.00242
1462,0.0926,0.0274,0.00391
1463,0.0945,0.0281,0.00325
1464,0.0965,0.0243,0.0017
1465,0.0985,0.025,0.00279
1466,0.1,0.0215,0.00231
1467,0.103,0.0221,0.00374
1468,0.0917,0.0191,0.00311
1469,0.107,0.0278,0.00322
1470,0.0955,0.024,0.00415
1471,0.0975,0.0247,0.00221
1472,0.0995,0.0254,0.00445
1473,0.0889,0.0219,0.00188
1474,0.104,0.0225,0.00246
1475,0.0926,0.0232,0.00255
1476,0.0945,0.0283,0.00211
1477,0.11,0.0245,0.00219
1478,0.0984,0.0251,0.00441
1479,0.1,0.0258,0.00235
1480,0.0898,0.0265,0.00472
1481,0.105,0.0272,0.00253
1482,0.0936,0.028,0.00407
1483,0.109,0.0242,0.00339
1484,0.0975,0.0249,0.00225
1485,0.0871,0.0255,0.00364
1486,0.101,0.0262,0.00302
1487,0.103,0.0227,0.00199
1488,0.0926,0.0233,0.00404
1489,0.0945,0.0284,0.00336
1490,0.0965,0.0246,0.00348
1491,0.0984,0.0253,0.00184
1492,0.1,0.026,0.0019
1493,0.102,0.0267,0.00386
1494,0.105,0.0231,0.00321
1495,0.107,0.0281,0.00333
1496,0.0955,0.0204,0.00139
1497,0.0974,0.025,0.00229
1498,0.0994,0.0257,0.00297
1499,0.0889,0.0222,0.00246
1500,0.103,0.0228,0.00203
1501,0.0926,0.0234,0.0041
1502,0.108,0.0202,0.00274
1503,0.0965,0.0208,0.0018
1504,0.0984,0.0214,0.00294
1505,0.1,0.0261,0.00244
1506,0.102,0.0268,0.00733
1507,0.0917,0.0232,0.00406
1508,0.0936,0.0282,0.00271
1509,0.0955,0.0206,0.00281
1510,0.0974,0.0212,0.00233
1511,0.0994,0.0217,0.00302
1512,0.0889,0.0187,0.0025
1513,0.0908,0.0272,0.00324
1514,0.105,0.0236,0.00416
1515,0.0945,0.0242,0.00223
1516,0.0964,0.0249,0.00445
1517,0.0984,0.0256,0.00299
1518,0.1,0.0262,0.0031
1519,0.0898,0.0227,0.00398
1520,0.104,0.0277,0.00332
1521,0.0936,0.024,0.00221
1522,0.0955,0.0246,0.00356
1523,0.0974,0.0213,0.00368
1524,0.0994,0.026,0.00246
1525,0.101,0.0225,0.00255
1526,0.0908,0.0274,0.00408
1527,0.0926,0.0237,0.00273
1528,0.0945,0.0244,0.00283
1529,0.0964,0.0296,0.00451
1530,0.0984,0.0257,0.00377
1531,0.088,0.0222,0.00252
1532,0.102,0.0192,0.00166
1533,0.0917,0.0235,0.00271
1534,0.0936,0.0203,0.0028
1535,0.0954,0.0248,0.00185
1536,0.0854,0.0214,0.00192
1537,0.0993,0.022,0.00312
1538,0.101,0.0268,0.004
1539,0.0908,0.0232,0.00215
1540,0.105,0.0239,0.00346
1541,0.0945,0.0206,0.00288
1542,0.0964,0.0212,0.00239
1543,0.0983,0.0218,0.00248
1544,0.1,0.0265,0.00205
1545,0.102,0.023,0.00266
1546,0.104,0.0279,0.00522
1547,0.0935,0.0204,0.00285
1548,0.0954,0.0249,0.00366
1549,0.0973,0.0215,0.00306
1550,0.0993,0.0262,0.00392
1551,0.101,0.0269,0.00406
1552,0.0908,0.0234,0.00339
1553,0.105,0.024,0.00282
1554,0.0945,0.0246,0.00292
1555,0.0964,0.0213,0.00243
1556,0.0983,0.026,0.00252
1557,0.1,0.0225,0.00209
1558,0.0898,0.0231,0.0027
1559,0.0917,0.0237,0.00347
1560,0.0935,0.0244,0.00359
1561,0.0954,0.0295,0.00192
1562,0.0973,0.0217,0.0031
1563,0.0992,0.0264,0.00398
1564,0.101,0.0271,0.00214
1565,0.0907,0.0235,0.00222
1566,0.0926,0.0241,0.0044
1567,0.0944,0.0292,0.00297
1568,0.0963,0.0254,0.00307
1569,0.0982,0.0261,0.00318
1570,0.1,0.0268,0.00329
1571,0.102,0.0232,0.00274
1572,0.104,0.0239,0.00352
1573,0.0935,0.0245,0.00294
1574,0.0954,0.0252,0.00245
1575,0.0973,0.0218,0.0039
1576,0.112,0.0265,0.00326
1577,0.101,0.0272,0.00417
1578,0.103,0.0279,0.00431
1579,0.105,0.0242,0.00291
1580,0.0944,0.0249,0.00302
1581,0.109,0.0255,0.00312
1582,0.0982,0.0222,0.00399
1583,0.1,0.0269,0.00172
1584,0.102,0.0276,0.00642
1585,0.104,0.024,0.00232
1586,0.106,0.0208,0.00299
1587,0.0953,0.0253,0.00309
1588,0.0972,0.0219,0.0032
1589,0.0991,0.0225,0.00409
1590,0.101,0.0231,0.00342
1591,0.103,0.0237,0.0023
1592,0.105,0.0244,0.00451
1593,0.107,0.025,0.00306
1594,0.0962,0.0257,0.00204
1595,0.0981,0.0263,0.00405
1596,0.1,0.0229,0.00273
1597,0.102,0.0235,0.00283
1598,0.104,0.0241,0.00447
1599,0.0934,0.0248,0.00244
1600,0.0953,0.0215,0.00314
1601,0.0972,0.0261,0.00168
1602,0.0871,0.0267,0.00271
1603,0.101,0.0274,0.00428
1604,0.103,0.0239,0.00233
1605,0.0925,0.0245,0.00457
1606,0.107,0.0212,0.00384
1607,0.0962,0.0258,0.00321
1608,0.0981,0.0265,0.00268
1609,0.1,0.0272,0.00223
1610,0.102,0.0236,0.00438
1611,0.0916,0.0242,0.00239
1612,0.0934,0.021,0.00308
1613,0.108,0.0301,0.00257
1614,0.0971,0.0262,0.00213
1615,0.099,0.0228,0.0034
1616,0.114,0.0276,0.00229
1617,0.0907,0.0202,0.0019
1618,0.105,0.0246,0.00305
1619,0.0943,0.0253,0.00315
1620,0.0962,0.0219,0.00211
1621,0.098,0.0266,0.00624
1622,0.0999,0.0231,0.00429
1623,0.102,0.0237,0.0036
1624,0.0915,0.0244,0.00302
1625,0.0934,0.0211,0.00252
1626,0.0952,0.0217,0.00323
1627,0.0971,0.0188,0.00334
1628,0.099,0.027,0.00425
1629,0.101,0.0277,0.00538
1630,0.103,0.0241,0.00241
1631,0.105,0.0291,0.00309
1632,0.0942,0.0254,0.00258
1633,0.109,0.026,0.00215
1634,0.098,0.0226,0.00342
1635,0.0999,0.0232,0.00353
