x,y005,y001,y0001
1636,0.102,0.0238,0.00296
1637,0.104,0.0245,0.00198
1638,0.106,0.0251,0.00316
1639,0.0951,0.0258,0.00213
1640,0.097,0.0264,0.00417
1641,0.0989,0.0271,0.0035
1642,0.101,0.0236,0.00445
1643,0.0906,0.0205,0.00244
1644,0.105,0.021,0.00253
1645,0.0942,0.0255,0.0049
1646,0.096,0.0261,0.00335
1647,0.0979,0.0268,0.0028
1648,0.113,0.0233,0.0029
1649,0.102,0.024,0.00455
1650,0.104,0.0289,0.0031
1651,0.106,0.0252,0.00395
1652,0.108,0.0259,0.00611
1653,0.0969,0.0225,0.00114
1654,0.0988,0.0231,0.00287
1655,0.101,0.02,0.00154
1656,0.0905,0.0243,0.00307
1657,0.105,0.025,0.00207
1658,0.107,0.0301,0.00172
1659,0.096,0.0263,0.0034
1660,0.0862,0.0269,0.00528
1661,0.0997,0.0235,0.00294
1662,0.102,0.0241,0.00246
1663,0.0914,0.0247,0.00254
1664,0.106,0.0215,0.0017
1665,0.095,0.022,0.00336
1666,0.0969,0.0226,0.00282
1667,0.112,0.0273,0.00235
1668,0.101,0.0238,0.00371
1669,0.0905,0.0244,0.00203
1670,0.0923,0.0212,0.00261
1671,0.106,0.0218,0.00333
1672,0.0959,0.0264,0.00225
1673,0.0978,0.023,0.00356
1674,0.0996,0.0236,0.00368
1675,0.115,0.0333,0.0038
1676,0.0914,0.0248,0.00392
1677,0.0932,0.0254,0.0033
1678,0.095,0.0221,0.00276
1679,0.0968,0.0227,0.00231
1680,0.111,0.0274,0.00446
1681,0.101,0.0203,0.00376
1682,0.102,0.0245,0.00316
1683,0.104,0.0252,0.00401
1684,0.094,0.0219,0.00221
1685,0.0958,0.0225,0.00283
1686,0.0977,0.0271,0.00442
1687,0.0996,0.02,0.00197
1688,0.101,0.0285,0.00204
1689,0.103,0.0249,0.00323
1690,0.105,0.0255,0.00334
1691,0.0949,0.0222,0.0028
1692,0.109,0.0269,0.00437
1693,0.0986,0.0275,0.00368
1694,0.113,0.024,0.00162
1695,0.102,0.0246,0.00259
1696,0.104,0.0253,0.00268
1697,0.106,0.0259,0.00224
1698,0.108,0.0226,0.00287
1699,0.0976,0.0273,0.00365
1700,0.0995,0.0201,0.00161
1701,0.101,0.0244,0.00207
1702,0.103,0.025,0.00327
1703,0.093,0.0218,0.00338
1704,0.0948,0.0263,0.00185
1705,0.0967,0.0229,0.00443
1706,0.111,0.0235,0.00373
1707,0.1,0.0241,0.00385
1708,0.102,0.0247,0.00171
1709,0.104,0.0254,0.00411
1710,0.106,0.026,0.00424
1711,0.0957,0.0227,0.00235
1712,0.0975,0.0233,0.00369
1713,0.0994,0.028,0.0031
1714,0.101,0.0245,0.00482
1715,0.103,0.0251,0.00331
1716,0.105,0.0258,0.00225
1717,0.107,0.0264,0.00434
1718,0.109,0.023,0.00297
1719,0.0984,0.0236,0.00307
1720,0.1,0.0242,0.00208
1721,0.102,0.0248,0.00173
1722,0.0921,0.0217,0.00339
1723,0.0938,0.0261,0.00429
1724,0.0956,0.0228,0.00294
1725,0.11,0.0234,0.00304
1726,0.0993,0.024,0.00255
1727,0.101,0.0246,0.00487
1728,0.0911,0.0214,0.00221
1729,0.105,0.0259,0.00347
1730,0.107,0.0225,0.00358
1731,0.0965,0.0272,0.00197
1732,0.111,0.0278,0.00382
1733,0.1,0.0285,0.00395
1734,0.102,0.0249,0.00407
1735,0.104,0.0256,0.00421
1736,0.0938,0.0223,0.00234
1737,0.108,0.0269,0.00195
1738,0.0974,0.0235,0.00308
1739,0.0992,0.0282,0.00477
1740,0.101,0.0247,0.00267
1741,0.103,0.0253,0.00276
1742,0.105,0.0304,0.0043
1743,0.107,0.0266,0.0054
1744,0.0964,0.0232,0.00374
1745,0.0982,0.0238,0.00387
1746,0.1,0.0244,0.00326
1747,0.102,0.025,0.00336
1748,0.104,0.0257,0.00347
1749,0.106,0.0263,0.00191
1750,0.108,0.027,0.00302
1751,0.11,0.0236,0.00383
1752,0.0991,0.0283,0.00322
1753,0.101,0.0248,0.00271
1754,0.103,0.0254,0.00421
1755,0.0928,0.026,0.00189
1756,0.0945,0.0267,0.00299
1757,0.109,0.0274,0.00203
1758,0.111,0.0239,0.00391
1759,0.1,0.0245,0.0033
1760,0.102,0.0294,0.00508
1761,0.104,0.0258,0.00286
1762,0.106,0.0309,0.00444
1763,0.108,0.0271,0.00306
1764,0.0972,0.0201,0.00316
1765,0.099,0.0243,0.004
1766,0.101,0.0212,0.00412
1767,0.0909,0.0255,0.0023
1768,0.0927,0.0223,0.00192
1769,0.0944,0.0268,0.00453
1770,0.108,0.0274,0.00313
1771,0.11,0.024,0.00263
1772,0.0999,0.0246,0.00334
1773,0.102,0.0252,0.00513
1774,0.104,0.0259,0.00235
1775,0.0935,0.0226,0.00367
1776,0.107,0.0232,0.00463
1777,0.0971,0.0238,0.0032
1778,0.111,0.0244,0.0033
1779,0.101,0.025,0.00278
1780,0.115,0.0299,0.00287
1781,0.104,0.0262,0.00297
1782,0.0944,0.0269,0.00375
1783,0.108,0.0275,0.00209
1784,0.0979,0.0241,0.00216
1785,0.0998,0.0289,0.00338
1786,0.102,0.0216,0.00284
1787,0.103,0.026,0.00439
1788,0.0934,0.0227,0.002
1789,0.0952,0.0233,0.00383
1790,0.109,0.0279,0.00324
1791,0.0988,0.0244,0.00408
1792,0.101,0.0251,0.00421
1793,0.102,0.0257,0.00356
1794,0.104,0.0307,0.00449
1795,0.0943,0.027,0.00379
1796,0.108,0.0236,0.0032
1797,0.11,0.0283,0.00331
1798,0.0996,0.029,0.00417
1799,0.101,0.0254,0.0043
1800,0.103,0.0304,0.00444
1801,0.105,0.0228,0.00202
1802,0.107,0.0233,0.00388
1803,0.109,0.0239,0.004
1804,0.0987,0.0287,0.00413
1805,0.101,0.0251,0.00349
1806,0.102,0.0301,0.0036
1807,0.104,0.0264,0.00372
1808,0.106,0.0231,0.00256
1809,0.108,0.0277,0.00324
1810,0.11,0.0243,0.00497
1811,0.0995,0.0249,0.00345
1812,0.101,0.0255,0.00435
1813,0.103,0.0261,0.00245
1814,0.0932,0.0268,0.0038
1815,0.095,0.0234,0.00212
1816,0.0968,0.024,0.00492
1817,0.111,0.0288,0.00507
1818,0.113,0.0295,0.00288
1819,0.102,0.0258,0.00539
1820,0.0923,0.0192,0.00307
1821,0.106,0.0232,0.00317
1822,0.108,0.0324,0.00267
1823,0.0976,0.0285,0.00276
1824,0.112,0.025,0.00232
1825,0.101,0.0256,0.00295
1826,0.103,0.0262,0.00372
1827,0.105,0.0229,0.00314
1828,0.0949,0.0275,0.00324
1829,0.0967,0.0241,0.00273
1830,0.111,0.0289,0.00421
1831,0.1,0.0253,0.00435
1832,0.102,0.0303,0.00544
1833,0.104,0.0266,0.00311
1834,0.106,0.0233,0.00392
1835,0.108,0.0325,0.00404
1836,0.0975,0.0285,0.00507
1837,0.0993,0.025,0.00353
1838,0.101,0.0299,0.00364
1839,0.103,0.0263,0.00376
1840,0.105,0.0314,0.00388
1841,0.107,0.0276,0.00486
1842,0.0966,0.0283,0.00339
1843,0.0983,0.0248,0.00233
1844,0.1,0.0217,0.00295
1845,0.102,0.026,0.00305
1846,0.104,0.0228,0.00257
1847,0.106,0.0273,0.00396
1848,0.108,0.0239,0.00274
1849,0.11,0.0286,0.00511
1850,0.0879,0.0251,0.00156
1851,0.101,0.03,0.00448
1852,0.103,0.0264,0.0038
1853,0.105,0.027,0.00213
1854,0.107,0.0237,0.00332
1855,0.0964,0.0283,0.00228
1856,0.0982,0.0249,0.00521
1857,0.1,0.0255,0.00364
1858,0.102,0.0223,0.00308
1859,0.104,0.0229,0.00318
1860,0.106,0.0274,0.00328
1861,0.107,0.028,0.00277
1862,0.0973,0.0246,0.00233
1863,0.099,0.0252,0.00532
1864,0.113,0.0301,0.00372
1865,0.103,0.0264,0.00257
1866,0.105,0.0271,0.00325
1867,0.106,0.0238,0.00223
1868,0.108,0.0284,0.00346
1869,0.11,0.0249,0.00357
1870,0.0999,0.0255,0.002
1871,0.102,0.0224,0.00311
1872,0.104,0.0268,0.00392
1873,0.105,0.0235,0.00404
1874,0.107,0.0241,0.00228
1875,0.0971,0.0247,0.00236
1876,0.0989,0.0295,0.00198
1877,0.101,0.0259,0.00252
1878,0.103,0.0265,0.00318
1879,0.104,0.0233,0.00219
1880,0.106,0.0278,0.00339
1881,0.0962,0.0244,0.00425
1882,0.098,0.0292,0.00361
1883,0.0997,0.0256,0.00305
1884,0.102,0.0262,0.00563
1885,0.103,0.023,0.00325
1886,0.105,0.0236,0.00224
1887,0.107,0.0242,0.00346
1888,0.109,0.0212,0.00194
1889,0.0988,0.0254,0.00302
1890,0.101,0.0302,0.00312
1891,0.102,0.0228,0.00322
1892,0.104,0.0233,0.00332
1893,0.106,0.0279,0.0028
1894,0.108,0.0245,0.00353
1895,0.11,0.0251,0.00364
1896,0.0996,0.0257,0.00376
1897,0.101,0.0263,0.0047
1898,0.103,0.0269,0.00328
1899,0.105,0.0237,0.00412
1900,0.107,0.0242,0.00286
1901,0.0969,0.0289,0.00438
1902,0.0987,0.0254,0.00305
1903,0.113,0.0223,0.0021
1904,0.102,0.031,0.00325
1905,0.117,0.0273,0.00408
1906,0.0942,0.024,0.00284
1907,0.108,0.0246,0.00239
1908,0.0977,0.0252,0.00447
1909,0.0995,0.0258,0.00556
1910,0.101,0.0226,0.00322
1911,0.103,0.0232,0.00332
1912,0.105,0.0237,0.00281
1913,0.095,0.0243,0.0029
1914,0.109,0.0249,0.00534
1915,0.111,0.0255,0.00252
1916,0.112,0.0261,0.00261
1917,0.102,0.0229,0.00269
1918,0.104,0.0235,0.00278
1919,0.0941,0.028,0.00513
1920,0.108,0.0287,0.00296
1921,0.11,0.0252,0.00372
1922,0.111,0.03,0.00383
1923,0.101,0.0308,0.00325
1924,0.103,0.0315,0.00407
1925,0.105,0.0277,0.00346
1926,0.107,0.0284,0.00293
1927,0.0966,0.025,0.00302
1928,0.11,0.0219,0.00379
1929,0.1,0.0304,0.00473
1930,0.102,0.0311,0.00332
1931,0.104,0.0235,0.00415
1932,0.106,0.0281,0.0029
1933,0.107,0.0247,0.00245
1934,0.0974,0.0253,0.00375
1935,0.0992,0.0222,0.00387
1936,0.101,0.0265,0.00399
1937,0.103,0.0272,0.00411
1938,0.105,0.0323,0.00617
1939,0.106,0.0284,0.00296
1940,0.108,0.025,0.00305
1941,0.0982,0.0256,0.00258
1942,0.112,0.0262,0.00266
1943,0.102,0.0312,0.00492
1944,0.104,0.0275,0.00507
1945,0.118,0.0327,0.00628
1946,0.107,0.0288,0.00445
1947,0.0973,0.0254,0.00312
1948,0.111,0.026,0.0039
1949,0.113,0.0266,0.00272
1950,0.103,0.0272,0.00415
1951,0.104,0.0279,0.0029
1952,0.106,0.0245,0.002
1953,0.0964,0.0215,0.00206
1954,0.11,0.0257,0.00386
1955,0.112,0.0306,0.00328
1956,0.102,0.0269,0.00338
1957,0.103,0.0276,0.00423
1958,0.0938,0.0242,0.00436
1959,0.107,0.0289,0.0025
1960,0.109,0.0254,0.00315
1961,0.111,0.026,0.00325
1962,0.101,0.0229,0.00183
1963,0.102,0.0273,0.00729
1964,0.117,0.0324,0.00626
1965,0.106,0.0246,0.00367
1966,0.108,0.0292,0.00311
1967,0.11,0.0221,0.00471
1968,0.0997,0.0226,0.00331
1969,0.101,0.0313,0.00414
1970,0.103,0.0276,0.0029
1971,0.105,0.0243,0.0044
1972,0.107,0.0289,0.00253
1973,0.109,0.0296,0.00386
1974,0.111,0.0303,0.00328
1975,0.101,0.0267,0.0041
1976,0.102,0.0273,0.00422
1977,0.104,0.028,0.00198
1978,0.106,0.0286,0.00305
1979,0.108,0.0252,0.00382
1980,0.11,0.03,0.00475
1981,0.0996,0.0264,0.00405
1982,0.101,0.0232,0.00418
1983,0.0918,0.0204,0.00293
1984,0.0935,0.0244,0.00302
1985,0.107,0.025,0.00209
1986,0.109,0.0297,0.00321
1987,0.11,0.0303,0.00272
1988,0.1,0.023,0.00188
1989,0.102,0.0274,0.00289
1990,0.104,0.0241,0.00245
1991,0.106,0.0332,0.00308
1992,0.108,0.0253,0.00465
1993,0.109,0.03,0.0022
1994,0.111,0.0307,0.00409
1995,0.101,0.0314,0.00508
1996,0.103,0.0239,0.00295
1997,0.105,0.0329,0.00305
1998,0.107,0.029,0.0046
1999,0.121,0.0297,0.00474
2000,0.11,0.0262,0.00184
2001,0.1,0.0231,0.00417
2002,0.102,0.0236,0.00355
2003,0.104,0.0242,0.00442
2004,0.106,0.0248,0.00455
2005,0.0958,0.0253,0.00388
2006,0.0975,0.0259,0.00272
2007,0.111,0.0265,0.0028
2008,0.101,0.0234,0.00425
2009,0.103,0.0239,0.00298
2010,0.105,0.0245,0.00169
2011,0.106,0.0291,0.00384
2012,0.108,0.0257,0.00396
2013,0.11,0.0305,0.00408
2014,0.1,0.0269,0.00347
2015,0.102,0.0237,0.00521
2016,0.104,0.0281,0.00446
2017,0.105,0.0248,0.0038
2018,0.12,0.0295,0.00324
2019,0.109,0.0301,0.00334
2020,0.111,0.0266,0.00344
2021,0.101,0.0234,0.0024
2022,0.0915,0.0279,0.00247
2023,0.104,0.033,0.00454
2024,0.106,0.0251,0.00388
2025,0.0964,0.0221,0.00272
2026,0.11,0.0305,0.0028
2027,0.112,0.0269,0.00351
2028,0.102,0.0276,0.00164
2029,0.116,0.0243,0.00307
2030,0.105,0.0334,0.00317
2031,0.107,0.0255,0.00327
2032,0.109,0.0224,0.00277
2033,0.111,0.0267,0.00419
2034,0.101,0.0273,0.00357
2035,0.114,0.0279,0.00368
2036,0.104,0.0286,0.00258
2037,0.118,0.0252,0.00145
2038,0.108,0.0299,0.00333
2039,0.11,0.0264,0.005
2040,0.112,0.027,0.00427
2041,0.101,0.0276,0.00634
2042,0.115,0.0243,0.00375
2043,0.105,0.0289,0.0032
2044,0.0954,0.0296,0.00398
2045,0.0971,0.0225,0.00125
2046,0.11,0.0267,0.0035
2047,0.112,0.0273,0.00298
2048,0.102,0.028,0.00307
2049,0.104,0.0286,0.00316
2050,0.106,0.0252,0.00394
2051,0.108,0.0299,0.00336
2052,0.0978,0.0264,0.00418
2053,0.111,0.027,0.00242
2054,0.101,0.0277,0.00368
2055,0.103,0.0244,0.00379
2056,0.105,0.025,0.00266
2057,0.107,0.0296,0.00332
2058,0.121,0.0262,0.00343
2059,0.11,0.031,0.00734
2060,0.112,0.0274,0.00632
2061,0.102,0.0241,0.00375
2062,0.116,0.0286,0.00465
2063,0.106,0.0253,0.00329
2064,0.107,0.0259,0.00339
2065,0.109,0.0353,0.00349
2066,0.111,0.0271,0.00245
2067,0.101,0.0277,0.00537
2068,0.103,0.0283,0.00175
2069,0.105,0.025,0.0022
2070,0.106,0.0297,0.00277
2071,0.108,0.0262,0.00235
2072,0.11,0.031,0.00294
2073,0.112,0.0236,0.00303
2074,0.114,0.0242,0.00455
2075,0.116,0.0287,0.00468
2076,0.105,0.0293,0.00332
2077,0.107,0.03,0.00413
2078,0.109,0.0265,0.00196
2079,0.111,0.0314,0.00525
2080,0.113,0.0278,0.00374
2081,0.103,0.0284,0.00385
2082,0.104,0.0251,0.00182
2083,0.106,0.0297,0.00588
2084,0.108,0.0304,0.00348
2085,0.11,0.0231,0.0052
2086,0.112,0.0317,0.00445
2087,0.102,0.0281,0.00459
2088,0.103,0.0248,0.00325
2089,0.105,0.0294,0.00186
2090,0.107,0.026,0.005
2091,0.0974,0.0229,0.00355
2092,0.099,0.0234,0.00249
2093,0.112,0.024,0.00377
2094,0.102,0.0284,0.00265
2095,0.104,0.0251,0.00399
2096,0.106,0.0257,0.00411
2097,0.12,0.0304,0.00424
2098,0.11,0.0269,0.00299
2099,0.111,0.0275,0.00449
2100,0.113,0.0325,0.00462
2101,0.103,0.0249,0.00182
2102,0.105,0.0294,0.00586
2103,0.107,0.0301,0.00503
2104,0.109,0.0266,0.00431
2105,0.11,0.0315,0.00305
2106,0.112,0.0279,0.0038
2107,0.102,0.0246,0.0018
2108,0.104,0.0252,0.00276
2109,0.106,0.0258,0.00284
2110,0.108,0.0304,0.00293
2111,0.109,0.0311,0.0063
2112,0.111,0.0276,0.00376
2113,0.101,0.0282,0.00321
2114,0.103,0.0288,0.00398
2115,0.105,0.0295,0.0034
2116,0.107,0.0301,0.0035
2117,0.108,0.0267,0.00521
2118,0.11,0.0315,0.00536
2119,0.1,0.0241,0.00383
2120,0.102,0.0246,0.00182
2121,0.116,0.0292,0.00406
2122,0.106,0.0258,0.00236
2123,0.107,0.0264,0.002
2124,0.109,0.027,0.00304
2125,0.111,0.0319,0.00455
2126,0.101,0.0282,0.00469
2127,0.103,0.025,0.00401
2128,0.117,0.0255,0.00343
2129,0.106,0.0194,0.00241
2130,0.108,0.0267,0.00525
2131,0.11,0.0273,0.00211
2132,0.112,0.0279,0.00264
2133,0.114,0.0286,0.00571
2134,0.104,0.0218,0.00491
2135,0.105,0.0299,0.00349
2136,0.107,0.0264,0.00246
2137,0.109,0.027,0.00307
2138,0.111,0.0276,0.00316
2139,0.101,0.0244,0.00326
2140,0.103,0.0289,0.00278
2141,0.116,0.0256,0.00499
2142,0.118,0.0348,0.00614
2143,0.12,0.0309,0.00304
2144,0.11,0.0274,0.00377
2145,0.112,0.0323,0.00467
2146,0.113,0.0286,0.00574
2147,0.103,0.0292,0.00342
2148,0.105,0.0259,0.00424
2149,0.107,0.0265,0.00523
2150,0.109,0.0312,0.00211
2151,0.111,0.0277,0.00264
2152,0.101,0.0326,0.00396
2153,0.102,0.025,0.00407
2154,0.104,0.0256,0.00289
2155,0.106,0.0262,0.00359
2156,0.108,0.0231,0.0014
2157,0.11,0.0316,0.00457
2158,0.111,0.028,0.0047
2159,0.113,0.0286,0.00403
2160,0.103,0.0293,0.00415
2161,0.117,0.0299,0.00294
2162,0.107,0.0306,0.00526
2163,0.109,0.0313,0.00258
2164,0.11,0.032,0.00387
2165,0.112,0.0283,0.00226
2166,0.114,0.029,0.0041
2167,0.116,0.0296,0.00422
2168,0.106,0.0303,0.003
2169,0.108,0.0268,0.00309
2170,0.109,0.0274,0.00383
2171,0.0997,0.028,0.00224
2172,0.113,0.0214,0.00279
2173,0.103,0.0337,0.005
2174,0.105,0.0224,0.00358
2175,0.119,0.0306,0.00442
2176,0.0971,0.0235,0.00315
2177,0.11,0.0278,0.00468
2178,0.1,0.0284,0.00334
2179,0.102,0.0251,0.00344
2180,0.104,0.0257,0.00425
2181,0.106,0.0303,0.00364
2182,0.107,0.0269,0.00375
2183,0.109,0.0275,0.00553
2184,0.111,0.0323,0.0033
2185,0.113,0.0287,0.0034
2186,0.103,0.0254,0.0024
2187,0.105,0.0225,0.00204
2188,0.106,0.0307,0.00371
2189,0.108,0.0272,0.00262
2190,0.11,0.0278,0.00327
2191,0.1,0.0246,0.00279
2192,0.102,0.029,0.00416
2193,0.115,0.0297,0.00727
2194,0.105,0.0303,0.00305
2195,0.107,0.0233,0.00314
2196,0.0976,0.0238,0.00389
2197,0.111,0.0324,0.00228
2198,0.101,0.0249,0.00342
2199,0.103,0.0294,0.00199
2200,0.104,0.026,0.00363
2201,0.118,0.0307,0.00373
2202,0.12,0.0272,0.00384
2203,0.11,0.0278,0.00273
2204,0.1,0.0327,0.00407
2205,0.113,0.0291,0.00419
2206,0.103,0.0258,0.00431
2207,0.117,0.0304,0.00254
2208,0.107,0.0269,0.00545
2209,0.109,0.0275,0.0027
2210,0.11,0.0244,0.00335
2211,0.112,0.0288,0.00286
2212,0.114,0.0255,0.00426
2213,0.116,0.0261,0.00304
2214,0.106,0.0307,0.00259
2215,0.108,0.0236,0.00387
2216,0.109,0.0279,0.00398
2217,0.111,0.0247,0.00283
2218,0.113,0.0291,0.00422
2219,0.115,0.0258,0.00362
2220,0.105,0.0304,0.00256
2221,0.107,0.027,0.00218
2222,0.108,0.0276,0.00472
2223,0.0989,0.0282,0.0028
2224,0.124,0.0331,0.00417
2225,0.114,0.0294,0.00297
2226,0.104,0.0345,0.00441
2227,0.106,0.0231,0.00216
2228,0.107,0.0273,0.0039
2229,0.109,0.0279,0.00334
2230,0.111,0.0285,0.00285
2231,0.113,0.0253,0.00424
2232,0.103,0.0298,0.00364
2233,0.105,0.0264,0.00258
2234,0.106,0.0234,0.00181
2235,0.108,0.0276,0.00274
2236,0.11,0.0244,0.00488
2237,0.112,0.0288,0.00502
2238,0.114,0.0295,0.00516
2239,0.104,0.0301,0.00371
2240,0.105,0.0267,0.00457
2241,0.119,0.0314,0.00224
2242,0.109,0.0242,0.00231
2243,0.111,0.0247,0.00346
2244,0.113,0.0292,0.00356
2245,0.114,0.0298,0.00367
2246,0.104,0.0229,0.00215
2247,0.106,0.0311,0.00323
2248,0.108,0.0318,0.00276
2249,0.11,0.0325,0.00342
2250,0.112,0.025,0.00423
2251,0.113,0.0295,0.00519
2252,0.104,0.0262,0.00311
2253,0.0944,0.0232,0.0032
2254,0.107,0.0273,0.00273
2255,0.109,0.0321,0.00486
2256,0.11,0.0286,0.0029
2257,0.101,0.0253,0.00359
2258,0.114,0.0298,0.00628
2259,0.116,0.0305,0.0038
2260,0.106,0.0234,0.00326
2261,0.108,0.024,0.00402
2262,0.0983,0.0283,0.00345
2263,0.111,0.0289,0.00355
2264,0.113,0.0295,0.00437
2265,0.115,0.0262,0.0045
2266,0.105,0.0232,0.00183
2267,0.107,0.0274,0.00188
2268,0.108,0.0321,0.00284
2269,0.11,0.0286,0.00351
2270,0.112,0.0254,0.00433
2271,0.114,0.0298,0.00372
2272,0.116,0.0305,0.00382
2273,0.106,0.0311,0.00328
2274,0.107,0.0277,0.00404
2275,0.109,0.0283,0.00416
2276,0.111,0.0289,0.00357
2277,0.113,0.0295,0.00254
2278,0.103,0.0262,0.00315
2279,0.105,0.0268,0.00324
2280,0.107,0.0315,0.00478
2281,0.108,0.0322,0.00585
2282,0.11,0.0286,0.00601
2283,0.1,0.0254,0.00435
2284,0.114,0.0299,0.00534
2285,0.115,0.0265,0.00266
2286,0.106,0.0271,0.00396
2287,0.119,0.0365,0.00486
2288,0.109,0.0283,0.00419
2289,0.0996,0.0217,0.00206
2290,0.113,0.0295,0.00256
2291,0.114,0.0346,0.00542
2292,0.105,0.0268,0.00271
2293,0.106,0.0274,0.00403
2294,0.108,0.028,0.00288
2295,0.11,0.0249,0.00426
2296,0.112,0.0292,0.00366
2297,0.113,0.026,0.00376
2298,0.115,0.0305,0.00387
2299,0.117,0.0312,0.00566
2300,0.107,0.0277,0.00342
2301,0.109,0.0283,0.00421
2302,0.111,0.0289,0.00516
2303,0.101,0.0296,0.00372
2304,0.114,0.0263,0.00458
2305,0.104,0.0268,0.00471
2306,0.106,0.0274,0.00338
2307,0.108,0.028,0.00417
2308,0.11,0.0249,0.00298
2309,0.111,0.0336,0.00525
2310,0.113,0.0299,0.00379
2311,0.103,0.0266,0.00465
2312,0.105,0.0272,0.00401
2313,0.107,0.0241,0.00492
2314,0.109,0.0325,0.00424
2315,0.0992,0.0252,0.00436
2316,0.112,0.0296,0.00313
2317,0.114,0.0263,0.00548
2318,0.104,0.0269,0.00563
2319,0.117,0.0315,0.0034
2320,0.108,0.0281,0.00292
2321,0.109,0.0329,0.00431
2322,0.111,0.0293,0.00371
2323,0.113,0.0299,0.00318
2324,0.115,0.0306,0.00468
2325,0.116,0.0272,0.00337
2326,0.107,0.0319,0.0024
2327,0.108,0.0325,0.00508
2328,0.11,0.029,0.00438
2329,0.112,0.0296,0.00377
2330,0.114,0.0346,0.00269
2331,0.115,0.0269,0.00333
2332,0.106,0.0239,0.00237
2333,0.119,0.0322,0.00597
2334,0.121,0.0329,0.00433
2335,0.111,0.0293,0.00259
2336,0.113,0.0299,0.00267
2337,0.114,0.035,0.00394
2338,0.105,0.0312,0.00406
2339,0.106,0.0319,0.00349
2340,0.12,0.0247,0.00299
2341,0.11,0.029,0.00308
2342,0.1,0.0224,0.00317
2343,0.102,0.0263,0.00326
2344,0.104,0.0269,0.00279
2345,0.117,0.0275,0.00163
2346,0.119,0.0281,0.00424
2347,0.109,0.0287,0.00304
2348,0.111,0.0293,0.00179
2349,0.112,0.0261,0.00548
2350,0.103,0.0266,0.0019
2351,0.104,0.0272,0.00486
2352,0.118,0.0319,0.00593
2353,0.108,0.0284,0.00301
2354,0.11,0.029,0.0031
2355,0.111,0.0296,0.00319
2356,0.113,0.0264,0.00188
2357,0.115,0.0354,0.00481
2358,0.117,0.0275,0.00347
2359,0.107,0.0281,0.00298
2360,0.109,0.0329,0.00255
2361,0.122,0.0255,0.00218
2362,0.112,0.03,0.00388
2363,0.103,0.0267,0.00476
2364,0.104,0.0272,0.0058
2365,0.106,0.0242,0.00353
2366,0.108,0.0326,0.00363
2367,0.121,0.0333,0.00312
2368,0.111,0.0258,0.00384
2369,0.113,0.0264,0.00275
2370,0.115,0.0269,0.0034
2371,0.116,0.0275,0.00417
2372,0.107,0.0245,0.00359
2373,0.108,0.025,0.00257
2374,0.11,0.0293,0.00538
2375,0.112,0.0261,0.0039
2376,0.114,0.0306,0.00233
2377,0.115,0.0272,0.00413
2378,0.106,0.0278,0.00297
2379,0.107,0.0284,0.00365
2380,0.109,0.029,0.00376
2381,0.111,0.0297,0.00269
2382,0.112,0.0264,0.00397
2383,0.114,0.027,0.00285
2384,0.116,0.0275,0.00499
2385,0.106,0.0281,0.00608
2386,0.108,0.025,0.00259
2387,0.11,0.0294,0.00319
2388,0.123,0.03,0.00228
2389,0.125,0.0306,0.00404
2390,0.115,0.0313,0.00415
2391,0.117,0.0319,0.00426
2392,0.107,0.0284,0.00521
2393,0.109,0.0291,0.00378
2394,0.122,0.0297,0.00463
2395,0.112,0.0346,0.00564
2396,0.126,0.0309,0.00344
2397,0.116,0.0316,0.00502
2398,0.106,0.0282,0.00304
2399,0.119,0.0288,0.00374
2400,0.109,0.0336,0.00384
2401,0.111,0.03,0.00558
2402,0.113,0.0267,0.00284
2403,0.103,0.0313,0.00167
2404,0.117,0.0319,0.0051
2405,0.107,0.0248,0.00309
2406,0.109,0.0333,0.00453
2407,0.11,0.0297,0.00465
2408,0.112,0.0303,0.00478
2409,0.114,0.0354,0.00346
2410,0.115,0.0276,0.00206
2411,0.106,0.0282,0.00255
2412,0.108,0.0329,0.00532
2413,0.109,0.0294,0.0046
2414,0.111,0.03,0.00561
2415,0.102,0.0306,0.00342
2416,0.114,0.0313,0.00294
2417,0.116,0.0279,0.00302
2418,0.118,0.0285,0.00526
2419,0.12,0.0291,0.0054
2420,0.11,0.0259,0.00229
2421,0.124,0.0303,0.0048
2422,0.113,0.0309,0.00291
2423,0.115,0.0276,0.00357
2424,0.117,0.0282,0.00307
2425,0.119,0.0329,0.00378
2426,0.109,0.0294,0.00272
2427,0.122,0.03,0.00334
2428,0.112,0.0306,0.00805
2429,0.114,0.0313,0.00501
2430,0.105,0.0279,0.00363
2431,0.106,0.0248,0.00261
2432,0.108,0.0291,0.00384
