,x1,y1,z1
6173915,2478,1312,2.8663436760529066e-08
6173765,2478,1162,1.3028834590323938e-09
6173615,2478,1012,-0.0
6173465,2478,862,-0.0
6173315,2478,712,-0.0
6173165,2478,562,-0.0
6173015,2478,412,4.342944698377123e-10
6172865,2478,262,6.774994447395889e-08
6172715,2478,112,0.0001666720739224112
6172565,2477,2458,1.212364206505931
6172415,2477,2308,0.48935573669800714
6172265,2477,2158,0.13140832365594202
6172115,2477,2008,0.020705109176475337
6171965,2477,1858,0.002140069512323593
6171815,2477,1708,0.00010226102842312968
6171665,2477,1558,4.4372093891432965e-06
6171515,2477,1408,1.6633481844300076e-07
6171365,2477,1258,6.514417286032099e-09
6171215,2477,1108,4.342944698377123e-10
6171065,2477,958,-0.0
6170915,2477,808,-0.0
6170765,2477,658,-0.0
6170615,2477,508,-0.0
6170465,2477,358,1.7371779301729894e-09
6170315,2477,208,8.264631854528467e-07
6170165,2477,58,0.002211493526568035
6170015,2476,2404,0.8971933625918163
6169865,2476,2254,0.3102897399207268
6169715,2476,2104,0.07117312315951753
6169565,2476,1954,0.009298092709082521
6169415,2476,1804,0.0006540711722589453
6169265,2476,1654,3.7667559579465755e-05
6169115,2476,1504,1.1421959893954407e-06
6168965,2476,1354,4.690380660188508e-08
6168815,2476,1204,2.1714724017478795e-09
6168665,2476,1054,-0.0
6168515,2476,904,-0.0
6168365,2476,754,-0.0
6168215,2476,604,-0.0
6168065,2476,454,-0.0
6167915,2476,304,1.8674663125569665e-08
6167765,2476,154,9.998442654908692e-06
6167615,2475,2500,1.2127392972897209
6167465,2475,2350,0.6334200302755203
6167315,2475,2200,0.19698806831203355
6167165,2475,2050,0.0393120586527986
6167015,2475,1900,0.0044843221404609
6166865,2475,1750,0.00029348895385279575
6166715,2475,1600,1.238234649092664e-05
6166565,2475,1450,3.9651104300530954e-07
6166415,2475,1300,1.997754664062605e-08
6166265,2475,1150,8.685889883260924e-10
6166115,2475,1000,-0.0
6165965,2475,850,-0.0
6165815,2475,700,-0.0
6165665,2475,550,-0.0
6165515,2475,400,4.342944698377123e-10
6165365,2475,250,5.298393002043631e-08
6165215,2475,100,0.00011856294140187294
6165065,2474,2446,1.1503537066446123
6164915,2474,2296,0.4514425172404716
6164765,2474,2146,0.11514689174714349
6164615,2474,1996,0.019632847043784443
6164465,2474,1846,0.0015483736132390598
6164315,2474,1696,8.823154303509191e-05
6164165,2474,1546,3.5777326786415197e-06
6164015,2474,1396,1.2333965035805053e-07
6163865,2474,1246,7.817300764607745e-09
6163715,2474,1096,4.342944698377123e-10
6163565,2474,946,-0.0
6163415,2474,796,-0.0
6163265,2474,646,-0.0
6163115,2474,496,-0.0
6162965,2474,346,1.3028834590323938e-09
6162815,2474,196,6.171328972581774e-07
6162665,2474,46,0.00861073558251312
6162515,2473,2392,0.8440397349354481
6162365,2473,2242,0.2815592943452633
6162215,2473,2092,0.06070558541331566
6162065,2473,1942,0.008703882687497942
6161915,2473,1792,0.0005847423487227875
6161765,2473,1642,3.18149732786044e-05
6161615,2473,1492,1.3736756187413806e-06
6161465,2473,1342,3.3440676412577034e-08
6161315,2473,1192,2.605766921973438e-09
6161165,2473,1042,-0.0
6161015,2473,892,-0.0
6160865,2473,742,-0.0
6160715,2473,592,-0.0
6160565,2473,442,-0.0
6160415,2473,292,1.5200307136672514e-08
6160265,2473,142,3.5341282808516446e-05
6160115,2472,2488,1.261642767882822
6159965,2472,2338,0.58945512150255
6159815,2472,2188,0.1755414520946687
6159665,2472,2038,0.032617402125209395
6159515,2472,1888,0.00414446563077392
6159365,2472,1738,0.00025813448049836097
6159215,2472,1588,1.0205605941473514e-05
6159065,2472,1438,4.781584877791225e-07
6158915,2472,1288,1.3897423635947848e-08
6158765,2472,1138,8.685889883260924e-10
6158615,2472,988,-0.0
6158465,2472,838,-0.0
6158315,2472,688,-0.0
6158165,2472,538,-0.0
6158015,2472,388,4.342944698377123e-10
6157865,2472,238,1.850094887209693e-07
6157715,2472,88,0.00044630657240764233
6157565,2471,2434,1.0897959864259914
6157415,2471,2284,0.41521032468298497
6157265,2471,2134,0.11185472062054695
6157115,2471,1984,0.015763092714030775
6156965,2471,1834,0.00140510820455009
6156815,2471,1684,7.581575915585651e-05
6156665,2471,1534,2.866787336907305e-06
6156515,2471,1384,1.485287382034734e-07
6156365,2471,1234,5.2115338113651035e-09
6156215,2471,1084,4.342944698377123e-10
6156065,2471,934,-0.0
6155915,2471,784,-0.0
6155765,2471,634,-0.0
6155615,2471,484,-0.0
6155465,2471,334,4.342944862569495e-09
6155315,2471,184,2.2066558685480595e-06
6155165,2471,34,0.03230232562542077
6155015,2470,2380,0.7924559553308554
6154865,2470,2230,0.27638121821619055
6154715,2470,2080,0.058466296679559125
6154565,2470,1930,0.006723757340955692
6154415,2470,1780,0.000521153253094479
6154265,2470,1630,2.674467767268198e-05
6154115,2470,1480,1.073142990629226e-06
6153965,2470,1330,4.0389388710012116e-08
6153815,2470,1180,1.7371779301729894e-09
6153665,2470,1030,-0.0
6153515,2470,880,-0.0
6153365,2470,730,-0.0
6153215,2470,580,-0.0
6153065,2470,430,4.342944698377123e-10
6152915,2470,280,5.21153409760959e-08
6152765,2470,130,2.5911216037040968e-05
6152615,2469,2476,1.311753796997323
6152465,2469,2326,0.5826867294456688
6152315,2469,2176,0.17138787912978856
6152165,2469,2026,0.031124613520026517
6152015,2469,1876,0.0030876742280625024
6151865,2469,1726,0.00016864800789114895
6151715,2469,1576,8.365460878441441e-06
6151565,2469,1426,3.626360438038287e-07
6151415,2469,1276,1.6937485127646734e-08
6151265,2469,1126,8.685889883260924e-10
6151115,2469,976,-0.0
6150965,2469,826,-0.0
6150815,2469,676,-0.0
6150665,2469,526,-0.0
6150515,2469,376,1.3028834590323938e-09
6150365,2469,226,1.402771402959445e-07
6150215,2469,76,0.0016212692443851838
6150065,2468,2422,1.0307229023300455
6149915,2468,2272,0.3806698138055534
6149765,2468,2122,0.09724124811931015
6149615,2468,1972,0.014870345219188343
6149465,2468,1822,0.001271693695558156
6149315,2468,1672,6.487237158715375e-05
6149165,2468,1522,3.4339800446555816e-06
6149015,2468,1372,1.0900792864110534e-07
6148865,2468,1222,3.4743558672946905e-09
6148715,2468,1072,4.342944698377123e-10
6148565,2468,922,-0.0
6148415,2468,772,-0.0
6148265,2468,622,-0.0
6148115,2468,472,-0.0
6147965,2468,322,3.4743558672946905e-09
6147815,2468,172,7.698372217113817e-06
6147665,2468,22,0.026598296431630964
6147515,2467,2368,0.7424697128215025
6147365,2467,2218,0.24949258559076665
6147215,2467,2068,0.056251786290623926
6147065,2467,1918,0.0062546719942112765
6146915,2467,1768,0.00046300573069292354
6146765,2467,1618,2.23728222025064e-05
6146615,2467,1468,8.321090244832928e-07
6146465,2467,1318,2.8663436760529066e-08
6146315,2467,1168,2.1714724017478795e-09
6146165,2467,1018,-0.0
6146015,2467,868,-0.0
6145865,2467,718,-0.0
6145715,2467,568,-0.0
6145565,2467,418,4.342944698377123e-10
6145415,2467,268,4.212656680174267e-08
6145265,2467,118,9.412398463829349e-05
6145115,2466,2464,1.3630810722202353
6144965,2466,2314,0.5404424061681892
6144815,2466,2164,0.1517242594472408
6144665,2466,2014,0.025514642517937204
6144515,2466,1864,0.002832616398065424
6144365,2466,1714,0.0001466238907806718
6144215,2466,1564,6.818476891043801e-06
6144065,2466,1414,2.727370202757679e-07
6143915,2466,1264,1.1291656694440843e-08
6143765,2466,1114,4.342944698377123e-10
6143615,2466,964,-0.0
6143465,2466,814,-0.0
6143315,2466,664,-0.0
6143165,2466,514,-0.0
6143015,2466,364,8.685889883260924e-10
6142865,2466,214,4.955302865681116e-07
6142715,2466,64,0.0011505734526084201
6142565,2465,2410,1.0231101393129716
6142415,2465,2260,0.34782850918461183
6142265,2465,2110,0.08399713647173372
6142115,2465,1960,0.011768498839357568
6141965,2465,1810,0.0011477822489950266
6141815,2465,1660,5.5266620591257984e-05
6141665,2465,1510,1.8049316174547069e-06
6141515,2465,1360,7.904160288168209e-08
6141365,2465,1210,3.9086503406067585e-09
6141215,2465,1060,4.342944698377123e-10
6141065,2465,910,-0.0
6140915,2465,760,-0.0
6140765,2465,610,-0.0
6140615,2465,460,-0.0
6140465,2465,310,1.2160245657133874e-08
6140315,2465,160,5.756611509674348e-06
6140165,2465,10,0.14127260685970366
6140015,2464,2356,0.7351666181972938
6139865,2464,2206,0.22426425008475007
6139715,2464,2056,0.047377712196622006
6139565,2464,1906,0.005806720764910909
6139415,2464,1756,0.00041000243269851463
6139265,2464,1606,1.8621209410410673e-05
6139115,2464,1456,6.401505380929153e-07
6138965,2464,1306,3.430926541956811e-08
6138815,2464,1156,1.3028834590323938e-09
6138665,2464,1006,-0.0
6138515,2464,856,-0.0
6138365,2464,706,-0.0
6138215,2464,556,-0.0
6138065,2464,406,4.342944698377123e-10
6137915,2464,256,1.437514972854565e-07
6137765,2464,106,0.000331104614863911
6137615,2463,2452,1.2965700825411637
6137465,2463,2302,0.4998912064790288
6137315,2463,2152,0.13359638187538414
6137165,2463,2002,0.024236631995043133
6137015,2463,1852,0.002069776091714175
6136865,2463,1702,0.00012698064486289763
6136715,2463,1552,5.524695244211078e-06
6136565,2463,1402,2.0368415975373262e-07
6136415,2463,1252,7.817300764607745e-09
6136265,2463,1102,8.685889883260924e-10
6136115,2463,952,-0.0
6135965,2463,802,-0.0
6135815,2463,652,-0.0
6135665,2463,502,-0.0
6135515,2463,352,3.4743558672946905e-09
6135365,2463,202,1.713295110587412e-06
6135215,2463,52,0.004522784842015646
6135065,2462,2398,0.9654806560246906
6134915,2462,2248,0.3420090595719911
6134765,2462,2098,0.08119051076204116
6134615,2462,1948,0.011040004449624278
6134465,2462,1798,0.0010330092098206059
6134315,2462,1648,4.687245840617991e-05
6134165,2462,1498,2.1627919052533057e-06
6134015,2462,1348,5.689258083789847e-08
6133865,2462,1198,2.605766921973438e-09
6133715,2462,1048,4.342944698377123e-10
6133565,2462,898,-0.0
6133415,2462,748,-0.0
6133265,2462,598,-0.0
6133115,2462,448,4.342944698377123e-10
6132965,2462,298,9.554478726049939e-09
6132815,2462,148,2.0460963613652224e-05
6132665,2461,2494,1.1318440090341466
6132515,2461,2344,0.6868230507856368
6132365,2461,2194,0.21944786934062926
6132215,2461,2044,0.045412372778507876
6132065,2461,1894,0.005379790464453605
6131915,2461,1744,0.0003618437369712342
6131765,2461,1594,1.541772777383792e-05
6131615,2461,1444,4.890158619468374e-07
6131465,2461,1294,2.3886197161030733e-08
6131315,2461,1144,1.7371779301729894e-09
6131165,2461,994,-0.0
6131015,2461,844,-0.0
6130865,2461,694,-0.0
6130715,2461,544,-0.0
6130565,2461,394,8.685889883260924e-10
6130415,2461,244,1.1291657996278359e-07
6130265,2461,94,0.00024395134674586014
6130115,2460,2440,1.231497949674459
6129965,2460,2290,0.46104989877245384
6129815,2460,2140,0.1299034849698481
6129665,2460,1990,0.01961139048831754
6129515,2460,1840,0.0018835841089779772
6129365,2460,1690,0.00010952941574917225
6129215,2460,1540,4.449369759042931e-06
6129065,2460,1390,1.5026591672776146e-07
6128915,2460,1240,9.120184198875667e-09
6128765,2460,1090,4.342944698377123e-10
6128615,2460,940,-0.0
6128465,2460,790,-0.0
6128315,2460,640,-0.0
6128165,2460,490,-0.0
6128015,2460,340,2.605766921973438e-09
6127865,2460,190,1.2998453295347336e-06
6127715,2460,40,0.017148722626239368
6127565,2459,2386,0.9094185904117663
6127415,2459,2236,0.3110425393118494
6127265,2459,2086,0.06949859861840203
6127115,2459,1936,0.010338345910615972
6126965,2459,1786,0.0007178198081701511
6126815,2459,1636,3.9568635565683264e-05
6126665,2459,1486,1.6985290401852408e-06
6126515,2459,1336,6.86185335495685e-08
6126365,2459,1186,3.040061394416917e-09
6126215,2459,1036,-0.0
6126065,2459,886,-0.0
6125915,2459,736,-0.0
6125765,2459,586,-0.0
6125615,2459,436,4.342944698377123e-10
6125465,2459,286,3.3006381861516566e-08
6125315,2459,136,1.4546068679482638e-05
6125165,2458,2482,1.1782569457230643
6125015,2458,2332,0.6401493536511516
6124865,2458,2182,0.19608635175479108
6124715,2458,2032,0.0378280773259125
6124565,2458,1882,0.0040459318819012074
6124415,2458,1732,0.00023911191841499975
6124265,2458,1582,1.269678477458032e-05
6124115,2458,1432,5.867322413815341e-07
6123965,2458,1282,1.650319064130583e-08
6123815,2458,1132,8.685889883260924e-10
6123665,2458,982,-0.0
6123515,2458,832,-0.0
6123365,2458,682,-0.0
6123215,2458,532,-0.0
6123065,2458,382,8.685889883260924e-10
6122915,2458,232,3.88259440386114e-07
6122765,2458,82,0.0008954697274964041
6122615,2457,2428,1.1678982503470712
6122465,2457,2278,0.45445440875499193
6122315,2457,2128,0.11351836577780844
6122165,2457,1978,0.018536730360089553
6122015,2457,1828,0.0017096782120650954
6121865,2457,1678,9.40861928302977e-05
6121715,2457,1528,3.560795054642291e-06
6121565,2457,1378,1.8066654205173399e-07
6121415,2457,1228,6.080122810114264e-09
6121265,2457,1078,4.342944698377123e-10
6121115,2457,928,-0.0
6120965,2457,778,-0.0
6120815,2457,628,-0.0
6120665,2457,478,4.342944698377123e-10
6120515,2457,328,9.120184198875667e-09
6120365,2457,178,4.553601515055218e-06
6120215,2457,28,0.0628523990372027
6120065,2456,2374,0.8549545040154017
6119915,2456,2224,0.28179559982801633
6119765,2456,2074,0.06695527105036736
6119615,2456,1924,0.008021218738001401
6119465,2456,1774,0.0006398029031963543
6119315,2456,1624,3.3243474822215915e-05
6119165,2456,1474,1.3246001898231618e-06
6119015,2456,1324,4.864098471967331e-08
6118865,2456,1174,2.1714724017478795e-09
6118715,2456,1024,4.342944698377123e-10
6118565,2456,874,-0.0
6118415,2456,724,-0.0
6118265,2456,574,-0.0
6118115,2456,424,-0.0
6117965,2456,274,2.60576696822096e-08
6117815,2456,124,5.3161332445963886e-05
6117665,2455,2470,1.2258397109196724
6117515,2455,2320,0.5951692721570957
6117365,2455,2170,0.17436202417462343
6117215,2455,2020,0.03610987578069038
